ID,genres,,,,,,,,,,
5481,scifi, thriller, action, crime,,,,,,,
5482,comedy, romance,,,,,,,,,
5483,documentation, sport,,,,,,,,,
5484,animation,,,,,,,,,,
5485,thriller,,,,,,,,,,
5486,scifi, music, action, comedy, drama,,,,,,
5487,comedy, european, documentation, action,,,,,,,
5488,documentation, sport,,,,,,,,,
5489,horror, thriller, action, drama,,,,,,,
5490,horror, drama, scifi,,,,,,,,
5491,documentation, music, european,,,,,,,,
5492,drama, european,,,,,,,,,
5493,scifi,,,,,,,,,,
5494,comedy, drama, family,,,,,,,,
5495,drama, family, documentation,,,,,,,,
5496,drama,,,,,,,,,,
5497,comedy,,,,,,,,,,
5498,scifi, horror, thriller, action, comedy,,,,,,
5499,horror, drama, thriller, crime,,,,,,,
5500,thriller, action,,,,,,,,,
5501,scifi, thriller, drama, action, european,,,,,,
5502,thriller, drama,,,,,,,,,
5503,drama,,,,,,,,,,
5504,drama, war, documentation, european,,,,,,,
5505,crime, action, thriller,,,,,,,,
5506,documentation, european,,,,,,,,,
5507,horror, animation,,,,,,,,,
5508,family,,,,,,,,,,
5509,comedy,,,,,,,,,,
5510,music, romance, drama, european,,,,,,,
5511,drama,,,,,,,,,,
5512,thriller, comedy, crime,,,,,,,,
5513,comedy,,,,,,,,,,
5514,drama,,,,,,,,,,
5515,comedy, family,,,,,,,,,
5516,drama, comedy, crime,,,,,,,,
5517,animation, drama, european,,,,,,,,
5518,romance, comedy, drama, family,,,,,,,
5519,scifi, thriller, drama,,,,,,,,
5520,fantasy, comedy, action,,,,,,,,
5521,drama, romance, action, crime,,,,,,,
5522,,,,,,,,,,,
5523,drama, romance,,,,,,,,,
5524,romance, comedy,,,,,,,,,
5525,romance, comedy,,,,,,,,,
5526,drama, animation, romance,,,,,,,,
5527,thriller,,,,,,,,,,
5528,documentation,,,,,,,,,,
5529,comedy, european,,,,,,,,,
5530,comedy, romance, thriller,,,,,,,,
5531,drama, romance,,,,,,,,,
5532,family, action, drama, war,,,,,,,
5533,thriller, drama,,,,,,,,,
5534,comedy,,,,,,,,,,
5535,drama, action, sport,,,,,,,,
5536,comedy, animation,,,,,,,,,
5537,horror, thriller, drama, documentation,,,,,,,
5538,comedy, drama,,,,,,,,,
5539,family, sport, comedy,,,,,,,,
5540,romance, comedy,,,,,,,,,
5541,documentation,,,,,,,,,,
5542,thriller, drama,,,,,,,,,
5543,history, documentation, thriller,,,,,,,,
5544,documentation,,,,,,,,,,
5545,documentation, sport, reality, drama,,,,,,,
5546,action,,,,,,,,,,
5547,thriller,,,,,,,,,,
5548,thriller,,,,,,,,,,
5549,horror, documentation,,,,,,,,,
5550,horror, thriller,,,,,,,,,
5551,horror, drama, scifi, thriller,,,,,,,
5552,documentation,,,,,,,,,,
5553,drama, thriller, action,,,,,,,,
5554,comedy,,,,,,,,,,
5555,,,,,,,,,,,
5556,romance, comedy, fantasy,,,,,,,,
5557,drama, sport, animation,,,,,,,,
5558,drama, war, action,,,,,,,,
5559,horror, action,,,,,,,,,
5560,thriller, crime, drama, western,,,,,,,
5561,scifi, animation, family,,,,,,,,
5562,documentation,,,,,,,,,,
5563,comedy, drama, romance,,,,,,,,
5564,drama, romance,,,,,,,,,
5565,family,,,,,,,,,,
5566,thriller, scifi, drama,,,,,,,,
5567,thriller, horror, drama,,,,,,,,
5568,animation, family,,,,,,,,,
5569,animation,,,,,,,,,,
5570,scifi, animation,,,,,,,,,
5571,romance, comedy,,,,,,,,,
5572,scifi, comedy, action, horror, thriller, western,,,,,
5573,drama,,,,,,,,,,
5574,thriller,,,,,,,,,,
5575,documentation,,,,,,,,,,
5576,documentation, music, romance,,,,,,,,
5577,documentation,,,,,,,,,,
5578,drama, family, war, animation, european,,,,,,
5579,comedy, drama,,,,,,,,,
5580,thriller, horror,,,,,,,,,
5581,thriller, european,,,,,,,,,
5582,fantasy, horror, thriller, crime, drama,,,,,,
5583,thriller, scifi,,,,,,,,,
5584,documentation, european,,,,,,,,,
5585,thriller, drama,,,,,,,,,
5586,thriller, scifi,,,,,,,,,
5587,scifi, animation, family, fantasy, european,,,,,,
5588,romance, comedy, drama,,,,,,,,
5589,comedy,,,,,,,,,,
5590,reality, documentation, comedy,,,,,,,,
5591,thriller, crime, drama, action,,,,,,,
5592,crime, action, drama, history, thriller,,,,,,
5593,drama, sport,,,,,,,,,
5594,comedy,,,,,,,,,,
5595,documentation, music,,,,,,,,,
5596,documentation,,,,,,,,,,
5597,drama, comedy,,,,,,,,,
5598,action, drama, western, european,,,,,,,
5599,thriller, crime, drama,,,,,,,,
5600,comedy,,,,,,,,,,
5601,comedy,,,,,,,,,,
5602,fantasy, family, animation, comedy,,,,,,,
5603,drama,,,,,,,,,,
5604,thriller, action, drama,,,,,,,,
5605,history, documentation,,,,,,,,,
5606,comedy,,,,,,,,,,
5607,thriller, comedy, drama,,,,,,,,
5608,documentation,,,,,,,,,,
5609,drama, war,,,,,,,,,
5610,comedy,,,,,,,,,,
5611,history, music, documentation, european,,,,,,,
5612,drama, documentation, european,,,,,,,,
5613,thriller, horror,,,,,,,,,
5614,comedy,,,,,,,,,,
5615,drama, action, romance,,,,,,,,
5616,comedy,,,,,,,,,,
5617,drama,,,,,,,,,,
5618,romance, comedy,,,,,,,,,
5619,action, drama, comedy,,,,,,,,
5620,scifi, thriller,,,,,,,,,
5621,,,,,,,,,,,
5622,drama,,,,,,,,,,
5623,comedy, drama, fantasy, romance,,,,,,,
5624,war, documentation, history,,,,,,,,
5625,thriller, action, drama,,,,,,,,
5626,horror,,,,,,,,,,
5627,romance, drama,,,,,,,,,
5628,drama, family,,,,,,,,,
5629,romance, comedy, european,,,,,,,,
5630,drama, action, sport,,,,,,,,
5631,drama,,,,,,,,,,
5632,documentation, crime, drama,,,,,,,,
5633,drama, history, european,,,,,,,,
5634,thriller, drama, family,,,,,,,,
5635,drama, romance, comedy,,,,,,,,
5636,thriller, horror,,,,,,,,,
5637,thriller, horror, action,,,,,,,,
5638,thriller, crime, drama,,,,,,,,
5639,drama, comedy, european, romance,,,,,,,
5640,horror, thriller, action, sport,,,,,,,
5641,thriller, drama,,,,,,,,,
5642,documentation,,,,,,,,,,
5643,comedy, documentation,,,,,,,,,
5644,drama, romance,,,,,,,,,
5645,comedy, drama, family,,,,,,,,
5646,drama, comedy,,,,,,,,,
5647,animation, action, comedy, family, fantasy,,,,,,
5648,documentation,,,,,,,,,,
5649,drama, comedy, romance,,,,,,,,
5650,drama,,,,,,,,,,
5651,documentation,,,,,,,,,,
5652,documentation, music, history,,,,,,,,
5653,scifi, thriller, drama, horror,,,,,,,
5654,thriller,,,,,,,,,,
5655,horror, drama, comedy,,,,,,,,
5656,thriller, drama,,,,,,,,,
5657,thriller, animation, documentation, drama,,,,,,,
5658,comedy, family, fantasy, animation,,,,,,,
5659,comedy,,,,,,,,,,
5660,history, action, drama, war,,,,,,,
5661,thriller, drama,,,,,,,,,
5662,drama, music,,,,,,,,,
5663,thriller, scifi,,,,,,,,,
5664,drama, documentation, war, romance,,,,,,,
5665,comedy, documentation,,,,,,,,,
5666,scifi, horror, thriller, action, comedy,,,,,,
5667,family, scifi,,,,,,,,,
5668,documentation, history, war, western,,,,,,,
5669,comedy,,,,,,,,,,
5670,documentation,,,,,,,,,,
5671,animation, family,,,,,,,,,
5672,documentation,,,,,,,,,,
5673,drama,,,,,,,,,,
5674,documentation,,,,,,,,,,
5675,fantasy, thriller, horror,,,,,,,,
5676,comedy, family, war, action,,,,,,,
5677,documentation,,,,,,,,,,
5678,music,,,,,,,,,,
5679,drama,,,,,,,,,,
5680,documentation,,,,,,,,,,
5681,thriller,,,,,,,,,,
5682,thriller, action, horror,,,,,,,,
5683,thriller,,,,,,,,,,
5684,drama, thriller, european,,,,,,,,
5685,scifi,,,,,,,,,,
5686,animation, family,,,,,,,,,
5687,drama, romance, comedy,,,,,,,,
5688,thriller, horror, drama,,,,,,,,
5689,animation,,,,,,,,,,
5690,crime, drama,,,,,,,,,
5691,comedy,,,,,,,,,,
5692,drama,,,,,,,,,,
5693,comedy,,,,,,,,,,
5694,drama, european,,,,,,,,,
5695,drama, comedy, romance,,,,,,,,
5696,drama, thriller,,,,,,,,,
5697,comedy, drama, crime, romance, thriller,,,,,,
5698,romance, comedy, drama,,,,,,,,
5699,comedy,,,,,,,,,,
5700,drama, history, action,,,,,,,,
5701,thriller, european,,,,,,,,,
5702,drama,,,,,,,,,,
5703,family,,,,,,,,,,
5704,family,,,,,,,,,,
5705,thriller, horror,,,,,,,,,
5706,thriller,,,,,,,,,,
5707,comedy,,,,,,,,,,
5708,drama,,,,,,,,,,
5709,romance, drama, comedy,,,,,,,,
5710,music,,,,,,,,,,
5711,thriller, crime, drama,,,,,,,,
5712,comedy, drama, fantasy, romance,,,,,,,
5713,horror, action, comedy,,,,,,,,
5714,drama, music,,,,,,,,,
5715,music,,,,,,,,,,
5716,action, drama, scifi, thriller,,,,,,,
5717,scifi, fantasy, thriller, drama,,,,,,,
5718,family, comedy, drama,,,,,,,,
5719,documentation, family,,,,,,,,,
5720,drama, family, fantasy, scifi,,,,,,,
5721,scifi, animation, family,,,,,,,,
5722,thriller,,,,,,,,,,
5723,drama, family, fantasy, comedy, european,,,,,,
5724,thriller,,,,,,,,,,
5725,drama, thriller, documentation,,,,,,,,
5726,documentation,,,,,,,,,,
5727,reality, documentation,,,,,,,,,
5728,crime, horror, thriller,,,,,,,,
5729,drama, comedy,,,,,,,,,
5730,thriller, war, action, horror,,,,,,,
5731,drama,,,,,,,,,,
5732,comedy,,,,,,,,,,
5733,drama, family,,,,,,,,,
5734,drama,,,,,,,,,,
5735,family, drama,,,,,,,,,
5736,documentation, drama, history, war,,,,,,,
5737,family,,,,,,,,,,
5738,action, family,,,,,,,,,
5739,drama, comedy, romance,,,,,,,,
5740,comedy,,,,,,,,,,
5741,drama,,,,,,,,,,
5742,drama, sport, european,,,,,,,,
5743,romance, drama,,,,,,,,,
5744,drama,,,,,,,,,,
5745,comedy, action,,,,,,,,,
5746,animation, family,,,,,,,,,
5747,horror, comedy, action, thriller,,,,,,,
5748,animation, family,,,,,,,,,
5749,drama, romance, comedy,,,,,,,,
5750,comedy, drama,,,,,,,,,
5751,drama, european,,,,,,,,,
5752,drama, thriller, crime, action,,,,,,,
5753,thriller, romance, drama,,,,,,,,
5754,documentation,,,,,,,,,,
5755,horror, crime, drama, thriller, european,,,,,,
5756,comedy,,,,,,,,,,
5757,scifi, horror, comedy, thriller, action,,,,,,
5758,comedy,,,,,,,,,,
5759,drama, thriller, crime,,,,,,,,
5760,crime, music, thriller,,,,,,,,
5761,thriller,,,,,,,,,,
5762,documentation, history,,,,,,,,,
5763,scifi,,,,,,,,,,
5764,documentation, crime,,,,,,,,,
5765,thriller, drama,,,,,,,,,
5766,romance, drama, comedy,,,,,,,,
5767,drama, romance,,,,,,,,,
5768,comedy, fantasy, horror, romance,,,,,,,
5769,comedy,,,,,,,,,,
5770,horror, thriller,,,,,,,,,
5771,documentation, music,,,,,,,,,
5772,comedy, romance, drama, european,,,,,,,
5773,thriller,,,,,,,,,,
5774,documentation, european,,,,,,,,,
5775,drama,,,,,,,,,,
5776,comedy, drama,,,,,,,,,
5777,horror, thriller,,,,,,,,,
5778,comedy,,,,,,,,,,
5779,animation, comedy, family,,,,,,,,
5780,drama, history,,,,,,,,,
5781,documentation,,,,,,,,,,
5782,action, thriller, crime,,,,,,,,
5783,thriller, drama,,,,,,,,,
5784,drama, comedy, romance,,,,,,,,
5785,thriller, drama, romance,,,,,,,,
5786,drama, family,,,,,,,,,
5787,documentation, history,,,,,,,,,
5788,romance, comedy, drama,,,,,,,,
5789,thriller, drama, horror,,,,,,,,
5790,romance, comedy,,,,,,,,,
5791,thriller,,,,,,,,,,
5792,animation, family,,,,,,,,,
5793,drama,,,,,,,,,,
5794,crime, drama, action, thriller,,,,,,,
5795,documentation, european,,,,,,,,,
5796,comedy, crime,,,,,,,,,
5797,western, history, action, drama,,,,,,,
5798,animation, family, european,,,,,,,,
5799,fantasy, comedy, family, animation,,,,,,,
5800,drama, history,,,,,,,,,
5801,documentation, comedy, family,,,,,,,,
5802,drama, comedy, european,,,,,,,,
5803,drama, crime, documentation, history,,,,,,,
5804,documentation,,,,,,,,,,
5805,drama,,,,,,,,,,
5806,comedy, western,,,,,,,,,
5807,family,,,,,,,,,,
5808,romance, drama,,,,,,,,,
5809,animation, family,,,,,,,,,
5810,drama, thriller, action, crime,,,,,,,
5811,animation,,,,,,,,,,
5812,thriller, crime, drama,,,,,,,,
5813,animation, family,,,,,,,,,
5814,comedy, documentation,,,,,,,,,
5815,drama, comedy,,,,,,,,,
5816,romance, drama, comedy,,,,,,,,
5817,romance, thriller, drama,,,,,,,,
5818,horror,,,,,,,,,,
5819,crime, fantasy, action, drama, family,,,,,,
5820,drama,,,,,,,,,,
5821,comedy, family,,,,,,,,,
5822,animation,,,,,,,,,,
5823,thriller, drama, scifi,,,,,,,,
5824,comedy, documentation,,,,,,,,,
5825,comedy,,,,,,,,,,
5826,scifi, drama,,,,,,,,,
5827,history, horror, scifi, drama,,,,,,,
5828,animation, comedy,,,,,,,,,
5829,action, family,,,,,,,,,
5830,fantasy, family,,,,,,,,,
5831,drama,,,,,,,,,,
5832,crime, action, thriller,,,,,,,,
5833,comedy, romance, drama, sport,,,,,,,
5834,thriller, crime, drama, european,,,,,,,
5835,family, drama, sport,,,,,,,,
5836,drama,,,,,,,,,,
5837,family, action, drama, romance, sport,,,,,,
5838,animation, fantasy, comedy, family,,,,,,,
5839,thriller,,,,,,,,,,
5840,drama, action, thriller,,,,,,,,
5841,comedy,,,,,,,,,,
5842,thriller,,,,,,,,,,
5843,comedy, drama,,,,,,,,,
5844,thriller, horror, drama,,,,,,,,
5845,drama, history,,,,,,,,,
5846,thriller, drama, comedy,,,,,,,,
5847,animation, comedy, family, fantasy,,,,,,,
5848,documentation,,,,,,,,,,
5849,horror, comedy, fantasy,,,,,,,,
5850,animation, family,,,,,,,,,
5851,drama, family, romance, comedy,,,,,,,
5852,documentation,,,,,,,,,,
5853,horror,,,,,,,,,,
5854,drama, romance, comedy,,,,,,,,
5855,drama, thriller,,,,,,,,,
5856,thriller, crime,,,,,,,,,
5857,thriller, action, drama,,,,,,,,
5858,drama,,,,,,,,,,
5859,drama, thriller,,,,,,,,,
5860,comedy, drama, romance,,,,,,,,
5861,drama,,,,,,,,,,
5862,drama, comedy, romance,,,,,,,,
5863,drama, comedy, romance,,,,,,,,
5864,drama, comedy,,,,,,,,,
5865,drama, action,,,,,,,,,
5866,thriller, drama,,,,,,,,,
5867,animation, family,,,,,,,,,
5868,war, documentation, history,,,,,,,,
5869,thriller, crime, drama,,,,,,,,
5870,drama,,,,,,,,,,
5871,crime, drama,,,,,,,,,
5872,documentation,,,,,,,,,,
5873,crime, documentation,,,,,,,,,
5874,drama, comedy, romance,,,,,,,,
5875,comedy, documentation,,,,,,,,,
5876,drama, comedy,,,,,,,,,
5877,animation, action, comedy, sport,,,,,,,
5878,drama, european, comedy,,,,,,,,
5879,documentation,,,,,,,,,,
5880,drama,,,,,,,,,,
5881,animation,,,,,,,,,,
5882,thriller, drama,,,,,,,,,
5883,comedy,,,,,,,,,,
5884,documentation,,,,,,,,,,
5885,animation, family,,,,,,,,,
5886,action,,,,,,,,,,
5887,romance, drama,,,,,,,,,
5888,romance, drama,,,,,,,,,
5889,drama,,,,,,,,,,
5890,romance, drama, comedy,,,,,,,,
5891,drama,,,,,,,,,,
5892,drama, comedy,,,,,,,,,
5893,drama, romance, comedy,,,,,,,,
5894,fantasy, animation, action,,,,,,,,
5895,documentation, family, sport,,,,,,,,
5896,romance, drama, action,,,,,,,,
5897,documentation,,,,,,,,,,
5898,thriller, action, drama,,,,,,,,
5899,drama,,,,,,,,,,
5900,romance, family, drama,,,,,,,,
5901,drama, music,,,,,,,,,
5902,documentation,,,,,,,,,,
5903,family, european,,,,,,,,,
5904,crime, reality, drama, family, documentation, history, thriller,,,,
5905,thriller, crime, drama,,,,,,,,
5906,comedy, drama,,,,,,,,,
5907,comedy, drama, thriller,,,,,,,,
5908,comedy, romance, action,,,,,,,,
5909,romance, comedy,,,,,,,,,
5910,romance, action, thriller,,,,,,,,
5911,comedy, drama,,,,,,,,,
5912,documentation,,,,,,,,,,
5913,drama, romance, thriller,,,,,,,,
5914,documentation, european,,,,,,,,,
5915,comedy,,,,,,,,,,
5916,documentation, drama, family, comedy,,,,,,,
5917,comedy,,,,,,,,,,
5918,fantasy, animation, family,,,,,,,,
5919,romance, comedy,,,,,,,,,
5920,drama,,,,,,,,,,
5921,animation, family, action,,,,,,,,
5922,crime, thriller, drama,,,,,,,,
5923,family,,,,,,,,,,
5924,romance,,,,,,,,,,
5925,drama,,,,,,,,,,
5926,documentation, european,,,,,,,,,
5927,drama, romance,,,,,,,,,
5928,,,,,,,,,,,
5929,comedy, romance,,,,,,,,,
5930,documentation, european,,,,,,,,,
5931,family, drama,,,,,,,,,
5932,music, documentation,,,,,,,,,
5933,animation, action, scifi, comedy,,,,,,,
5934,animation, family,,,,,,,,,
5935,drama, comedy,,,,,,,,,
5936,music,,,,,,,,,,
5937,thriller, horror,,,,,,,,,
5938,drama, crime, family, thriller,,,,,,,
5939,drama, sport, comedy,,,,,,,,
5940,drama, comedy,,,,,,,,,
5941,romance, drama,,,,,,,,,
5942,documentation,,,,,,,,,,
5943,comedy, scifi,,,,,,,,,
5944,comedy, romance,,,,,,,,,
5945,comedy,,,,,,,,,,
5946,drama, thriller, comedy, horror,,,,,,,
5947,comedy, drama,,,,,,,,,
5948,documentation,,,,,,,,,,
5949,drama, romance,,,,,,,,,
5950,comedy,,,,,,,,,,
5951,drama, action, comedy, family, romance,,,,,,
5952,thriller, drama,,,,,,,,,
5953,drama, romance,,,,,,,,,
5954,action, crime,,,,,,,,,
5955,comedy, drama, family, romance,,,,,,,
5956,animation,,,,,,,,,,
5957,comedy, documentation,,,,,,,,,
5958,thriller, drama, horror,,,,,,,,
5959,comedy, action, crime, family, romance, thriller,,,,,
5960,comedy,,,,,,,,,,
5961,romance, comedy,,,,,,,,,
5962,drama, crime,,,,,,,,,
5963,scifi, reality,,,,,,,,,
5964,thriller, comedy, fantasy, romance,,,,,,,
5965,action, crime, drama,,,,,,,,
5966,comedy, documentation,,,,,,,,,
5967,animation, family,,,,,,,,,
5968,crime, thriller, action, drama,,,,,,,
5969,drama, crime, sport,,,,,,,,
5970,drama, romance,,,,,,,,,
5971,crime, drama,,,,,,,,,
5972,drama, scifi, thriller,,,,,,,,
5973,drama, horror, thriller,,,,,,,,
5974,drama, comedy, thriller,,,,,,,,
5975,action, comedy, animation,,,,,,,,
5976,documentation,,,,,,,,,,
5977,comedy,,,,,,,,,,
5978,thriller,,,,,,,,,,
5979,comedy, european,,,,,,,,,
5980,drama, thriller,,,,,,,,,
5981,comedy, drama,,,,,,,,,
5982,romance, drama, family,,,,,,,,
5983,romance, comedy, drama, family,,,,,,,
5984,drama, crime,,,,,,,,,
5985,family, music,,,,,,,,,
5986,drama, family,,,,,,,,,
5987,action, comedy, family,,,,,,,,
5988,drama, romance,,,,,,,,,
5989,thriller,,,,,,,,,,
5990,comedy,,,,,,,,,,
5991,scifi, action,,,,,,,,,
5992,documentation,,,,,,,,,,
5993,drama,,,,,,,,,,
5994,drama, action,,,,,,,,,
5995,,,,,,,,,,,
5996,comedy, romance,,,,,,,,,
5997,drama, romance,,,,,,,,,
5998,comedy,,,,,,,,,,
5999,comedy, drama,,,,,,,,,
6000,drama, romance, action,,,,,,,,
6001,horror, comedy,,,,,,,,,
6002,drama,,,,,,,,,,
6003,comedy,,,,,,,,,,
6004,reality,,,,,,,,,,
6005,action, drama,,,,,,,,,
6006,comedy,,,,,,,,,,
6007,comedy,,,,,,,,,,
6008,drama, thriller, crime,,,,,,,,
6009,comedy, documentation,,,,,,,,,
6010,,,,,,,,,,,
6011,documentation,,,,,,,,,,
6012,comedy, drama, action,,,,,,,,
6013,comedy,,,,,,,,,,
6014,comedy, crime,,,,,,,,,
6015,documentation,,,,,,,,,,
6016,drama, action,,,,,,,,,
6017,drama, thriller, action,,,,,,,,
6018,comedy,,,,,,,,,,
6019,comedy,,,,,,,,,,
6020,drama,,,,,,,,,,
6021,drama,,,,,,,,,,
6022,western,,,,,,,,,,
6023,horror,,,,,,,,,,
6024,thriller,,,,,,,,,,
6025,thriller,,,,,,,,,,
6026,comedy,,,,,,,,,,
6027,comedy, sport, action,,,,,,,,
6028,romance, thriller, action,,,,,,,,
6029,crime, comedy,,,,,,,,,
6030,animation, comedy, family,,,,,,,,
6031,documentation,,,,,,,,,,
6032,horror,,,,,,,,,,
6033,comedy,,,,,,,,,,
6034,comedy,,,,,,,,,,
6035,romance, comedy,,,,,,,,,
6036,romance, comedy, drama, action,,,,,,,
6037,,,,,,,,,,,
6038,drama,,,,,,,,,,
6039,action, thriller, drama,,,,,,,,
6040,western, documentation,,,,,,,,,
6041,animation,,,,,,,,,,
6042,comedy,,,,,,,,,,
6043,crime, drama, action, european,,,,,,,
6044,drama, thriller,,,,,,,,,
6045,drama, european,,,,,,,,,
6046,drama, romance, comedy,,,,,,,,
6047,european,,,,,,,,,,
6048,comedy, drama, romance, european,,,,,,,
6049,drama,,,,,,,,,,
6050,romance, thriller,,,,,,,,,
6051,music,,,,,,,,,,
6052,thriller, drama,,,,,,,,,
6053,drama,,,,,,,,,,
6054,drama, romance, comedy, european,,,,,,,
6055,,,,,,,,,,,
6056,comedy, romance,,,,,,,,,
6057,documentation,,,,,,,,,,
6058,romance, drama,,,,,,,,,
6059,horror, thriller, comedy, drama, fantasy,,,,,,
6060,comedy, drama, romance,,,,,,,,
6061,,,,,,,,,,,
6062,comedy,,,,,,,,,,
6063,,,,,,,,,,,
6064,drama,,,,,,,,,,
6065,family, romance,,,,,,,,,
6066,drama,,,,,,,,,,
6067,drama,,,,,,,,,,
6068,comedy,,,,,,,,,,
6069,drama, music,,,,,,,,,
6070,romance,,,,,,,,,,
6071,action,,,,,,,,,,
6072,crime, drama, romance,,,,,,,,
6073,family, drama,,,,,,,,,
6074,drama, scifi, european,,,,,,,,
6075,documentation, music,,,,,,,,,
6076,romance, drama, thriller,,,,,,,,
6077,comedy,,,,,,,,,,
6078,documentation, european,,,,,,,,,
6079,documentation,,,,,,,,,,
6080,drama, romance,,,,,,,,,
6081,comedy,,,,,,,,,,
6082,drama, documentation, history,,,,,,,,
6083,music,,,,,,,,,,
6084,comedy,,,,,,,,,,
6085,documentation,,,,,,,,,,
6086,comedy,,,,,,,,,,
6087,documentation,,,,,,,,,,
6088,comedy,,,,,,,,,,
6089,comedy,,,,,,,,,,
6090,animation, comedy, family,,,,,,,,
6091,thriller, action,,,,,,,,,
6092,animation,,,,,,,,,,
6093,drama, thriller, crime,,,,,,,,
6094,comedy,,,,,,,,,,
6095,drama,,,,,,,,,,
6096,drama,,,,,,,,,,
6097,action, comedy,,,,,,,,,
6098,comedy,,,,,,,,,,
6099,drama, crime,,,,,,,,,
